"id","idade","faixa_idade","genero","estado","uf","regiao","faixa_salarial","cargo","nivel","forma_trabalho","aws","gcp","azure","oracle_cloud","ibm_cloud","on_premise","cloud_propria","lang_sql","lang_r","lang_python","lang_c","lang_dotnet","lang_java","lang_julia","lang_sas_stata","lang_vba","lang_scala","lang_matlab","lang_php","lang_javascript","bi_powerbi","bi_qlik","bi_tableau","bi_metabase","bi_looker","bi_google_data_studio","bi_so_excel","bi_nenhuma"
"s89bszfpyllt13gn0as89bszfq82si9u","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","Acima de R$ 40.001/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9i07lu31sqd8y1bsklc9i07lc3n2w0of","45","45-49","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dcrhtibrtyshsl9jtidcrhtiirvwblkp","45","45-49","Masculino","Fora do Brasil","Exterior","Exterior","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"yzbfc3hcnmi4rbb58s8yzbfc3lqlt01m","31","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wznbszgeao3d4zoez1wznbs82ed8izb5","35","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 25.001/mês a R$ 30.000/mês","","","Modelo 100% presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"u1972lgcf9emwjqf7xkgmu197256elm1","50","50-54","Masculino","Bahia (BA)","BA","Nordeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo híbrido com dias fixos de trabalho presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"omczvlero49y9uxx6omczvlmvulz3ezb","35","35-39","Masculino","São Paulo (SP)","SP","Sudeste","Acima de R$ 40.001/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680agfx5s8n2d2rw2qkz680agfx5s9qv","31","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ym7epuig4btcyl81w6cfofiym7epui2f","41","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 30.001/mês a R$ 40.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xn0l7ksv6e0jgbvdz1mxn0l7k9ms43gl","36","35-39","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 25.001/mês a R$ 30.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"epuxkebto8u7h8logepuxxn4nrssh0ia","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"obkgas7q0usoi5lcunx5hobkgas7q0ek","40","40-44","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xkh4u2kamfr8big2xkhck8i8mzl8yg90","42","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 25.001/mês a R$ 30.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"u427kre282rdec3eu427k1g6jlt9y6qj","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"o6st1v0ui9kg14yw9do6sri82ufg2zwn","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","","","Modelo 100% presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wybnm43k9hda96ihbxiewybnm43gxai6","32","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"mwrgiclm8u6gcbymwrz7s4u8gjwrb4hh","26","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f46dpwmt67affwujqf46dpwno8je7txq","38","35-39","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aj6rpcrd10ea10fuw7yaj6rpcrbike1c","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443cl5y0b7zfq2443ce9jzxhapppxge7","43","40-44","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","","","Modelo 100% presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gxirzvg963zq7nbfa6bgxirzvbxto9uz","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"u74io5sipcpo98jyu74imjx8a13hspb6","36","35-39","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"owtjt6aqaznj7pdd5jowtjthhwgs0fjh","46","45-49","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 25.001/mês a R$ 30.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"drkigb9apeehztldrkig42m1nv69678s","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"vgae0dp51uhu7hiis6wevgae0dl9gr50","35","35-39","Masculino","Paraná (PR)","PR","Sul","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"iy8edn25btikwghwsl9kwiy8eoo7p1xj","42","40-44","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","Acima de R$ 40.001/mês","","","Modelo híbrido com dias fixos de trabalho presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ekv589azsjeu6y123fekvlpw3gxk3lmr","34","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rydb4a8tirtjm9o9zjwrydb4e7f6ex6y","26","25-29","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"k99ty8knsc0h7rw4ohk99ty88a153qg6","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s1gebyfdtf1r5d2y31s1geby12e282kp","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 30.001/mês a R$ 40.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desjepu4pae1vtrddes9as993cj3iuj5","31","30-34","Feminino","Pernambuco (PE)","PE","Nordeste","de R$ 25.001/mês a R$ 30.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"j9vldmgqt1lqdi680dwj9vldmn58x3s5","43","40-44","Masculino","Ceará (CE)","CE","Nordeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"uotg40jeqw5au9tuotg4r9jho1b3vgsf","28","25-29","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lec2aodg00nak1lslec2ud1n0tel2qjf","32","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gfx3r7efc77fmid5p0itp9wgfx3r7efb","38","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fswyh7oakp9665z79yufswy4drog8alm","27","25-29","Feminino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ps7j1yssk5661mdtp6ps7douz28l60r","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido com dias fixos de trabalho presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5rv3bqcgiuejf0945rv3w4ltk5v98o6f","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8c12s4tet5jazf4948c12tqbm9md90v1","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"j7lnif6v8me01qh0yyj7lnnc1ya6a8x0","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"h8ui8k56a2c1qwc2bouch8ui8k8t898n","44","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 30.001/mês a R$ 40.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wxz571kkndvyylnh2wxz57qcnx5hcett","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ua3fsfzans4h9rs5vwzua3fsrmrhhqrt","34","30-34","Masculino","","","Norte","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0nek0895wt70lwht0pbs0nek089a2vem","32","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tr1w2cmw65fnov5mftr1w2cm91j5jdb6","36","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"za9s40stntqj7obc58za9z9twcw4p0vb","29","25-29","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gegynff9mwqmoysv0gegynf6iwq7wyx3","50","50-54","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido com dias fixos de trabalho presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rcaomhrylxjmxrca3otrvrmzpma4f7ek","39","35-39","Masculino","Paraná (PR)","PR","Sul","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"mmsw87fufmhxlu8qpzymmsw8n4yjdaoy","36","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rhz37dcs8w3b7fplrhz371jhqrn1cwl1","23","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"xkklerdixen4q0devpxkkleylla2xqp6","32","30-34","Masculino","Bahia (BA)","BA","Nordeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ksp02cpgb01e3ksp0214w8ovim8l1fhi","53","50-54","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 25.001/mês a R$ 30.000/mês","","","Modelo híbrido com dias fixos de trabalho presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4swqai7un018sw4x4swq1hxz3bxwe35x","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4gizi7309ha4lgvkehytc4giz1s8kcem","29","25-29","Masculino","Paraná (PR)","PR","Sul","de R$ 16.001/mês a R$ 20.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ujbphdlpnh9wm4xndycujbpq3hh8kxmx","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ybi65t4bb9boo89jt9ybiv95zokidbl","46","45-49","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 25.001/mês a R$ 30.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tp1dqbec6t6ox2zshtp1dg03u1lcsbgz","46","45-49","Feminino","Pernambuco (PE)","PE","Nordeste","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo híbrido com dias fixos de trabalho presencial","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cs2e5xvoizh1cd71cs2e59s1het15ogz","31","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo 100% remoto","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4284cagmco2nl23hh9d7t4284c45u1qp","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"636hinxzgh636het89jdz2onde0m8et8","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"zbfdmn7cca2fycwtn1zbfdm4sosnd06d","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 20.001/mês a R$ 25.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1k4lk5lb2659mlsv8sw1k4lk5u6uhwaq","30","30-34","Masculino","Paraná (PR)","PR","Sul","de R$ 6.001/mês a R$ 8.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93koc8vei1nvpq7ve9dzop93koc8ebmi","29","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","","","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
